system,english_name,chinese_name,source_id,extra_json
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK02"",""dlc_name"":""MSRCPAIDDLCPAK02"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK03"",""dlc_name"":""MSRCPAIDDLCPAK03"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK04"",""dlc_name"":""MSRCPAIDDLCPAK04"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK05"",""dlc_name"":""MSRCPAIDDLCPAK05"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK06"",""dlc_name"":""MSRCPAIDDLCPAK06"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK07"",""dlc_name"":""MSRCPAIDDLCPAK07"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK08"",""dlc_name"":""MSRCPAIDDLCPAK08"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK09"",""dlc_name"":""MSRCPAIDDLCPAK09"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK10"",""dlc_name"":""MSRCPAIDDLCPAK10"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK11"",""dlc_name"":""MSRCPAIDDLCPAK11"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK12"",""dlc_name"":""MSRCPAIDDLCPAK12"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK13"",""dlc_name"":""MSRCPAIDDLCPAK13"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK14"",""dlc_name"":""MSRCPAIDDLCPAK14"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK15"",""dlc_name"":""MSRCPAIDDLCPAK15"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK16"",""dlc_name"":""MSRCPAIDDLCPAK16"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK17"",""dlc_name"":""MSRCPAIDDLCPAK17"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK18"",""dlc_name"":""MSRCPAIDDLCPAK18"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK19"",""dlc_name"":""MSRCPAIDDLCPAK19"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK20"",""dlc_name"":""MSRCPAIDDLCPAK20"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK21"",""dlc_name"":""MSRCPAIDDLCPAK21"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK22"",""dlc_name"":""MSRCPAIDDLCPAK22"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK23"",""dlc_name"":""MSRCPAIDDLCPAK23"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK24"",""dlc_name"":""MSRCPAIDDLCPAK24"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK25"",""dlc_name"":""MSRCPAIDDLCPAK25"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK27"",""dlc_name"":""MSRCPAIDDLCPAK27"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK28"",""dlc_name"":""MSRCPAIDDLCPAK28"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK29"",""dlc_name"":""MSRCPAIDDLCPAK29"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK30"",""dlc_name"":""MSRCPAIDDLCPAK30"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK31"",""dlc_name"":""MSRCPAIDDLCPAK31"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK32"",""dlc_name"":""MSRCPAIDDLCPAK32"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK33"",""dlc_name"":""MSRCPAIDDLCPAK33"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK34"",""dlc_name"":""MSRCPAIDDLCPAK34"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK35"",""dlc_name"":""MSRCPAIDDLCPAK35"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK36"",""dlc_name"":""MSRCPAIDDLCPAK36"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK37"",""dlc_name"":""MSRCPAIDDLCPAK37"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK38"",""dlc_name"":""MSRCPAIDDLCPAK38"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK39"",""dlc_name"":""MSRCPAIDDLCPAK39"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK40"",""dlc_name"":""MSRCPAIDDLCPAK40"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCPAIDDLCPAK41"",""dlc_name"":""MSRCPAIDDLCPAK41"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCTIMESAVER003"",""dlc_name"":""MSRCTIMESAVER003"",""region"":""USA""}"
psvdlc,MotorStorm RC,机车风暴 RC [英文版],PCSA00027,"{""dlc_id"":""DLC-MSRCTIMESAVER004"",""dlc_name"":""MSRCTIMESAVER004"",""region"":""USA""}"
psvdlc,Uncharted: Golden Abyss,神秘海域：黄金深渊 [英文版],PCSA00029,"{""dlc_id"":""DLC-UGAMAPPACKSDLC01"",""dlc_name"":""Uncharted - Golden AbyssTM Treasure Maps"",""region"":""USA""}"
psvdlc,Table Soccer,桌上冰球 [英文版],PCSA00035,"{""dlc_id"":""DLC-TABLESOCCERUSDLC"",""dlc_name"":""Table Soccer"",""region"":""USA""}"
psvdlc,Cliff Diving,峭壁游泳 [英文版],PCSA00038,"{""dlc_id"":""DLC-CLIFFDIVINUNLOCK"",""dlc_name"":""CLIFF DIVING"",""region"":""USA""}"
psvdlc,Frobisher Says!,佛罗比舍如是说 [英文版],PCSA00050,"{""dlc_id"":""DLC-FROBISHERSDRM002"",""dlc_name"":""Frobisher's Mega Fun Pack"",""region"":""USA""}"
psvdlc,Frobisher Says!,佛罗比舍如是说 [英文版],PCSA00050,"{""dlc_id"":""DLC-FROBISHERSDRM001"",""dlc_name"":""Frobisher's Super Fun Pack"",""region"":""USA""}"
psvdlc,Wake-up Club,起床俱乐部 [英文版],PCSA00067,"{""dlc_id"":""DLC-WAKEUPCLUBAC0001"",""dlc_name"":""Wake-up Club"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-PSASBRONLINEPASS"",""dlc_name"":""Online Pass"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000ALIAS"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Alias Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000ALISTER"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Alister Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000ASHELIN"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Ashelin Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000BAKUKI"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Bakuki Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUMEBIGDADDY3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Big Daddy Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000000BUZZ"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Buzz Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0CARMELITA"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Carmelita Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0CHLOFRZER"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Chloe Frazer Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUMEGOODCOLE3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Cole Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0COLOSSUSR"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Colossus of Rhodes Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00CNTVEGER"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Count Veger Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000DANTE3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Dante Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000DRAKE3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Drake Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000DRAKE4"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Drake Costume 4)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000ELENA"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Elena Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-CHAR000000EMMETT"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Emmett Character)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000EMMETT"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Emmett Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00EUCADIAN"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Eucadian Soldier Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUMEEVILCOLE3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Evil Cole Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUMEPRINCESS3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Fat Princess Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUMEPRINCESS4"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Fat Princess Costume 4)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000HADES"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Hades)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-LEVEL000HEAVENLY"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Heavenly Sword Level)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUMEHEIHACHI3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Heihachi Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-CHAR0000000ISAAC"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Isaac Character)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000JASMINE"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Jasmine Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-CHAR000000000KAT"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Kat Character)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000000KAT"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Kat Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00KRATOS3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Kratos Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00KRATOS4"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Kratos Costume 4)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000000KURO"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Kuro Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000000LIL"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Lil Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000LOGAN"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Logan Graves Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000LUCYKUO"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Lucy Kuo Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0MOOSELINI"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Mooselini Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000MRGRIMM"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Mr Grimm Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00NARIKO3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Nariko Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000KOALA"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Nathan the Koala Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000000NEVI"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Nevi Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000NINJA"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Ninja Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME0PARAPPA3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Parappa Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME0PARAPPA4"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (PaRappa Costume 4)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000PIRATE"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Pirate Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINIONPOLYPHEMUS"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Polyphemus Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00PREACHER"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Preacher Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0PROFESSOR"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Professor Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000RADEC3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Radec Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00RAIDEN3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Raiden Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000000RICO"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Rico Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME0SACKBOY3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Sackboy Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME0SACKBOY4"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Sackboy Costume 4)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00SIRDAN3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Sir Daniel Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00000SLY3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Sly Cooper Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME00000SLY4"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Sly Cooper Costume 4)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000SPECTER"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Specter Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000SPIKE3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Spike Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000SUZUKI"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Suzuki Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME000TOOTH3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Sweet Tooth Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000000SYD"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Syd Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-LEVEL000MEDIEVIL"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (The Graveyard Level)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000000TORN"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Torn Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-COSTUME0000TORO3"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Toro Costume 3)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000VISARI"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Visari Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00YNGDRAKE"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Young Drake Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION0000YUNIKA"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Yunika Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION00000ZAROK"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Zarok Minion)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-CHAR00000000ZEUS"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Zeus Character)"",""region"":""USA""}"
psvdlc,PlayStation All-Stars Battle Royale,索尼全明星大乱斗 [英文版],PCSA00069,"{""dlc_id"":""DLC-MINION000000ZONI"",""dlc_name"":""PlayStation® All-Stars Battle RoyaleTM (Zoni Minion)"",""region"":""USA""}"
psvdlc,Ratchet & Clank: Full Frontal Assault,瑞奇与叮当：全面进攻 [英文版],PCSA00086,"{""dlc_id"":""DLC-PKCLASSIC0000000"",""dlc_name"":""Ratchet & Clank - Full Frontal Assault - Classic Pack"",""region"":""USA""}"
psvdlc,Ratchet & Clank: Full Frontal Assault,瑞奇与叮当：全面进攻 [英文版],PCSA00086,"{""dlc_id"":""DLC-PKFUTURE00000000"",""dlc_name"":""Ratchet & Clank - Full Frontal Assault - Future Pack"",""region"":""USA""}"
